event_id,status,selected_controls,sector_relaxed,sector_filter_mode
CN-csi300-000066-20200601-20200615-add-01,matched,3,True,penalized
CN-csi300-000069-20240531-20240614-del-01,matched,3,True,penalized
CN-csi300-000301-20211126-20211210-add-01,matched,3,True,penalized
CN-csi300-000408-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-000413-20200601-20200615-del-01,skipped_no_valid_match,0,True,penalized
CN-csi300-000415-20200601-20200615-del-01,matched,3,True,penalized
CN-csi300-000423-20200601-20200615-del-01,matched,3,True,penalized
CN-csi300-000629-20200601-20200615-del-01,matched,3,True,penalized
CN-csi300-000630-20200601-20200615-del-01,matched,3,True,penalized
CN-csi300-000630-20241129-20241213-add-02,matched,3,True,penalized
CN-csi300-000656-20211126-20211210-del-01,matched,3,True,penalized
CN-csi300-000708-20200601-20200615-add-01,matched,3,True,penalized
CN-csi300-000723-20231124-20231208-del-01,matched,3,True,penalized
CN-csi300-000728-20211126-20211210-del-01,matched,3,True,penalized
CN-csi300-000733-20241129-20241213-del-01,skipped_missing_target_snapshot,0,,
CN-csi300-000783-20220527-20220610-del-01,matched,3,True,penalized
CN-csi300-000792-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-000800-20251128-20251212-del-01,skipped_missing_target_snapshot,0,,
CN-csi300-000807-20240531-20240614-add-01,matched,3,True,penalized
CN-csi300-000860-20200601-20200615-add-01,matched,3,True,penalized
CN-csi300-000860-20211126-20211210-del-02,matched,3,True,penalized
CN-csi300-000877-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-000877-20240531-20240614-del-02,matched,3,True,penalized
CN-csi300-000898-20200601-20200615-del-01,matched,3,True,penalized
CN-csi300-000975-20241129-20241213-add-01,matched,3,True,penalized
CN-csi300-000977-20200601-20200615-add-01,matched,3,True,penalized
CN-csi300-000999-20231124-20231208-add-01,matched,3,True,penalized
CN-csi300-001289-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-001289-20251128-20251212-del-02,matched,3,True,penalized
CN-csi300-001391-20250530-20250613-add-01,matched,3,True,penalized
CN-csi300-001965-20240531-20240614-add-01,matched,3,True,penalized
CN-csi300-002007-20250530-20250613-del-01,matched,3,True,penalized
CN-csi300-002010-20200601-20200615-del-01,matched,3,True,penalized
CN-csi300-002024-20220527-20220610-del-01,matched,3,True,penalized
CN-csi300-002028-20241129-20241213-add-01,matched,3,True,penalized
CN-csi300-002044-20220527-20220610-del-01,matched,3,True,penalized
CN-csi300-002064-20211126-20211210-add-01,matched,3,True,penalized
CN-csi300-002064-20231124-20231208-del-02,matched,3,True,penalized
CN-csi300-002074-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-002081-20200601-20200615-del-01,matched,3,True,penalized
CN-csi300-002120-20231124-20231208-del-01,matched,3,True,penalized
CN-csi300-002129-20200601-20200615-add-01,matched,3,True,penalized
CN-csi300-002129-20251128-20251212-del-02,matched,3,True,penalized
CN-csi300-002153-20211126-20211210-del-01,matched,3,True,penalized
CN-csi300-002157-20200601-20200615-add-01,matched,3,True,penalized
CN-csi300-002157-20220527-20220610-del-02,matched,3,True,penalized
CN-csi300-002180-20251128-20251212-del-01,skipped_missing_target_snapshot,0,,
CN-csi300-002202-20240531-20240614-del-01,matched,3,True,penalized
CN-csi300-002271-20250530-20250613-del-01,matched,3,True,penalized
CN-csi300-002294-20200601-20200615-del-01,matched,3,True,penalized
CN-csi300-002371-20200601-20200615-add-01,matched,3,True,penalized
CN-csi300-002384-20211126-20211210-del-01,matched,3,True,penalized
CN-csi300-002384-20251128-20251212-add-02,matched,3,True,penalized
CN-csi300-002410-20241129-20241213-del-01,skipped_missing_target_snapshot,0,,
CN-csi300-002411-20200601-20200615-del-01,skipped_no_valid_match,0,True,penalized
CN-csi300-002414-20231124-20231208-del-01,matched,3,True,penalized
CN-csi300-002422-20241129-20241213-add-01,skipped_missing_target_snapshot,0,,
CN-csi300-002456-20211126-20211210-del-01,matched,3,True,penalized
CN-csi300-002459-20211126-20211210-add-01,matched,3,True,penalized
CN-csi300-002463-20200601-20200615-add-01,matched,3,True,penalized
CN-csi300-002463-20211126-20211210-del-02,matched,3,True,penalized
CN-csi300-002463-20241129-20241213-add-03,matched,3,True,penalized
CN-csi300-002466-20211126-20211210-add-01,matched,3,True,penalized
CN-csi300-002508-20211126-20211210-del-01,matched,3,True,penalized
CN-csi300-002555-20250530-20250613-del-01,matched,3,True,penalized
CN-csi300-002558-20211126-20211210-del-01,matched,3,True,penalized
CN-csi300-002568-20211126-20211210-add-01,matched,3,True,penalized
CN-csi300-002600-20250530-20250613-add-01,matched,3,True,penalized
CN-csi300-002603-20231124-20231208-add-01,matched,3,True,penalized
CN-csi300-002603-20241129-20241213-del-02,matched,3,True,penalized
CN-csi300-002624-20220527-20220610-del-01,matched,3,True,penalized
CN-csi300-002625-20251128-20251212-add-01,skipped_missing_target_snapshot,0,,
CN-csi300-002648-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-002673-20211126-20211210-del-01,matched,3,True,penalized
CN-csi300-002709-20211126-20211210-add-01,matched,3,True,penalized
CN-csi300-002739-20211126-20211210-del-01,matched,3,True,penalized
CN-csi300-002756-20231124-20231208-del-01,matched,3,True,penalized
CN-csi300-002773-20211126-20211210-del-01,matched,3,True,penalized
CN-csi300-002791-20211126-20211210-add-01,matched,3,True,penalized
CN-csi300-002812-20250530-20250613-del-01,matched,3,True,penalized
CN-csi300-002821-20241129-20241213-del-01,skipped_missing_target_snapshot,0,,
CN-csi300-002841-20241129-20241213-del-01,skipped_missing_target_snapshot,0,,
CN-csi300-002920-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-002939-20211126-20211210-del-01,matched,3,True,penalized
CN-csi300-002945-20211126-20211210-del-01,matched,3,True,penalized
CN-csi300-003816-20200601-20200615-add-01,matched,3,True,penalized
CN-csi300-300014-20200601-20200615-add-01,matched,3,True,penalized
CN-csi300-300017-20200601-20200615-del-01,matched,3,True,penalized
CN-csi300-300024-20200601-20200615-del-01,matched,3,True,penalized
CN-csi300-300070-20200601-20200615-del-01,matched,3,True,penalized
CN-csi300-300136-20211126-20211210-del-01,matched,3,True,penalized
CN-csi300-300142-20241129-20241213-del-01,skipped_missing_target_snapshot,0,,
CN-csi300-300144-20220527-20220610-del-01,matched,3,True,penalized
CN-csi300-300207-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-300207-20231124-20231208-del-02,matched,3,True,penalized
CN-csi300-300223-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-300223-20241129-20241213-del-02,matched,3,True,penalized
CN-csi300-300251-20251128-20251212-add-01,skipped_missing_target_snapshot,0,,
CN-csi300-300308-20231124-20231208-add-01,matched,3,True,penalized
CN-csi300-300316-20211126-20211210-add-01,matched,3,True,penalized
CN-csi300-300394-20241129-20241213-add-01,skipped_missing_target_snapshot,0,,
CN-csi300-300418-20240531-20240614-add-01,matched,3,True,penalized
CN-csi300-300442-20240531-20240614-add-01,matched,3,True,penalized
CN-csi300-300450-20250530-20250613-del-01,matched,3,True,penalized
CN-csi300-300454-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-300454-20241129-20241213-del-02,matched,3,True,penalized
CN-csi300-300476-20251128-20251212-add-01,skipped_missing_target_snapshot,0,,
CN-csi300-300496-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-300496-20241129-20241213-del-02,matched,3,True,penalized
CN-csi300-300502-20241129-20241213-add-01,skipped_missing_target_snapshot,0,,
CN-csi300-300558-20220527-20220610-del-01,matched,3,True,penalized
CN-csi300-300601-20200601-20200615-add-01,matched,3,True,penalized
CN-csi300-300601-20231124-20231208-del-02,matched,3,True,penalized
CN-csi300-300628-20200601-20200615-add-01,matched,3,True,penalized
CN-csi300-300661-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-300676-20220527-20220610-del-01,matched,3,True,penalized
CN-csi300-300677-20220527-20220610-del-01,matched,3,True,penalized
CN-csi300-300750-20211126-20211210-add-01,matched,3,True,penalized
CN-csi300-300751-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-300751-20241129-20241213-del-02,matched,3,True,penalized
CN-csi300-300759-20211126-20211210-add-01,matched,3,True,penalized
CN-csi300-300760-20211126-20211210-add-01,matched,3,True,penalized
CN-csi300-300763-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-300763-20240531-20240614-del-02,matched,3,True,penalized
CN-csi300-300769-20231124-20231208-del-01,matched,3,True,penalized
CN-csi300-300782-20211126-20211210-add-01,matched,3,True,penalized
CN-csi300-300803-20251128-20251212-add-01,skipped_missing_target_snapshot,0,,
CN-csi300-300832-20240531-20240614-add-01,matched,3,True,penalized
CN-csi300-300866-20211126-20211210-add-01,matched,3,True,penalized
CN-csi300-300866-20251128-20251212-add-02,matched,3,True,penalized
CN-csi300-300888-20211126-20211210-add-01,matched,3,True,penalized
CN-csi300-300888-20220527-20220610-del-02,matched,3,True,penalized
CN-csi300-300896-20211126-20211210-add-01,matched,3,True,penalized
CN-csi300-300919-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-300919-20241129-20241213-del-02,matched,3,True,penalized
CN-csi300-300957-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-300957-20241129-20241213-del-02,matched,3,True,penalized
CN-csi300-300979-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-300999-20211126-20211210-add-01,matched,3,True,penalized
CN-csi300-301236-20250530-20250613-add-01,matched,3,True,penalized
CN-csi300-301269-20231124-20231208-add-01,matched,3,True,penalized
CN-csi300-302132-20250530-20250613-add-01,matched,3,True,penalized
CN-csi300-600023-20200601-20200615-del-01,matched,3,True,penalized
CN-csi300-600023-20231124-20231208-add-02,matched,3,True,penalized
CN-csi300-600026-20240531-20240614-add-01,matched,3,True,penalized
CN-csi300-600027-20240531-20240614-add-01,matched,3,True,penalized
CN-csi300-600066-20241129-20241213-add-01,skipped_missing_target_snapshot,0,,
CN-csi300-600079-20220527-20220610-del-01,matched,3,True,penalized
CN-csi300-600089-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-600100-20200601-20200615-del-01,matched,3,True,penalized
CN-csi300-600109-20220527-20220610-del-01,matched,3,True,penalized
CN-csi300-600118-20211126-20211210-del-01,matched,3,True,penalized
CN-csi300-600132-20241129-20241213-del-01,skipped_missing_target_snapshot,0,,
CN-csi300-600143-20220527-20220610-del-01,matched,3,True,penalized
CN-csi300-600153-20200601-20200615-del-01,matched,3,True,penalized
CN-csi300-600160-20241129-20241213-add-01,skipped_missing_target_snapshot,0,,
CN-csi300-600161-20240531-20240614-add-01,matched,3,True,penalized
CN-csi300-600188-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-600219-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-600233-20211126-20211210-del-01,matched,3,True,penalized
CN-csi300-600299-20211126-20211210-del-01,matched,3,True,penalized
CN-csi300-600332-20251128-20251212-del-01,skipped_missing_target_snapshot,0,,
CN-csi300-600340-20211126-20211210-del-01,matched,3,True,penalized
CN-csi300-600372-20231124-20231208-add-01,matched,3,True,penalized
CN-csi300-600377-20241129-20241213-add-01,skipped_missing_target_snapshot,0,,
CN-csi300-600383-20231124-20231208-del-01,matched,3,True,penalized
CN-csi300-600415-20240531-20240614-add-01,matched,3,True,penalized
CN-csi300-600460-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-600482-20211126-20211210-del-01,matched,3,True,penalized
CN-csi300-600482-20241129-20241213-add-02,matched,3,True,penalized
CN-csi300-600489-20231124-20231208-add-01,matched,3,True,penalized
CN-csi300-600515-20231124-20231208-add-01,matched,3,True,penalized
CN-csi300-600521-20211126-20211210-del-01,matched,3,True,penalized
CN-csi300-600522-20211126-20211210-del-01,matched,3,True,penalized
CN-csi300-600522-20251128-20251212-add-02,matched,3,True,penalized
CN-csi300-600535-20200601-20200615-del-01,matched,3,True,penalized
CN-csi300-600566-20200601-20200615-del-01,matched,3,True,penalized
CN-csi300-600606-20240531-20240614-del-01,matched,3,True,penalized
CN-csi300-600663-20200601-20200615-del-01,matched,3,True,penalized
CN-csi300-600703-20211126-20211210-del-01,matched,3,True,penalized
CN-csi300-600705-20211126-20211210-del-01,skipped_no_valid_match,0,True,penalized
CN-csi300-600732-20241129-20241213-del-01,skipped_missing_target_snapshot,0,,
CN-csi300-600733-20200601-20200615-del-01,matched,3,True,penalized
CN-csi300-600745-20200601-20200615-add-01,matched,3,True,penalized
CN-csi300-600745-20250530-20250613-del-02,matched,3,True,penalized
CN-csi300-600754-20240531-20240614-del-01,matched,3,True,penalized
CN-csi300-600763-20231124-20231208-del-01,matched,3,True,penalized
CN-csi300-600816-20200601-20200615-del-01,matched,3,True,penalized
CN-csi300-600848-20220527-20220610-del-01,matched,3,True,penalized
CN-csi300-600872-20220527-20220610-del-01,matched,3,True,penalized
CN-csi300-600884-20231124-20231208-del-01,matched,3,True,penalized
CN-csi300-600905-20211126-20211210-add-01,matched,3,True,penalized
CN-csi300-600930-20251128-20251212-add-01,skipped_missing_target_snapshot,0,,
CN-csi300-600938-20231124-20231208-add-01,matched,3,True,penalized
CN-csi300-600941-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-601018-20251128-20251212-add-01,skipped_missing_target_snapshot,0,,
CN-csi300-601059-20231124-20231208-add-01,matched,3,True,penalized
CN-csi300-601077-20200601-20200615-add-01,matched,3,True,penalized
CN-csi300-601077-20211126-20211210-del-02,matched,3,True,penalized
CN-csi300-601077-20250530-20250613-add-03,matched,3,True,penalized
CN-csi300-601100-20200601-20200615-add-01,matched,3,True,penalized
CN-csi300-601108-20220527-20220610-del-01,matched,3,True,penalized
CN-csi300-601117-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-601127-20241129-20241213-add-01,skipped_missing_target_snapshot,0,,
CN-csi300-601136-20241129-20241213-add-01,skipped_missing_target_snapshot,0,,
CN-csi300-601155-20240531-20240614-del-01,skipped_no_valid_match,0,True,penalized
CN-csi300-601162-20220527-20220610-del-01,matched,3,True,penalized
CN-csi300-601216-20231124-20231208-del-01,matched,3,True,penalized
CN-csi300-601231-20200601-20200615-add-01,matched,3,True,penalized
CN-csi300-601231-20220527-20220610-del-02,matched,3,True,penalized
CN-csi300-601456-20251128-20251212-add-01,skipped_missing_target_snapshot,0,,
CN-csi300-601555-20211126-20211210-del-01,matched,3,True,penalized
CN-csi300-601607-20220527-20220610-del-01,matched,3,True,penalized
CN-csi300-601615-20240531-20240614-del-01,matched,3,True,penalized
CN-csi300-601658-20200601-20200615-add-01,matched,3,True,penalized
CN-csi300-601696-20220527-20220610-del-01,matched,3,True,penalized
CN-csi300-601699-20251128-20251212-del-01,skipped_missing_target_snapshot,0,,
CN-csi300-601727-20211126-20211210-del-01,matched,3,True,penalized
CN-csi300-601728-20211126-20211210-add-01,matched,3,True,penalized
CN-csi300-601799-20251128-20251212-del-01,skipped_missing_target_snapshot,0,,
CN-csi300-601816-20200601-20200615-add-01,matched,3,True,penalized
CN-csi300-601825-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-601825-20250530-20250613-add-02,matched,3,True,penalized
CN-csi300-601865-20211126-20211210-add-01,matched,3,True,penalized
CN-csi300-601865-20251128-20251212-del-02,matched,3,True,penalized
CN-csi300-601868-20211126-20211210-add-01,matched,3,True,penalized
CN-csi300-601872-20211126-20211210-del-01,matched,3,True,penalized
CN-csi300-601898-20211126-20211210-add-01,matched,3,True,penalized
CN-csi300-601916-20200601-20200615-add-01,matched,3,True,penalized
CN-csi300-601916-20231124-20231208-add-02,matched,3,True,penalized
CN-csi300-601933-20220527-20220610-del-01,matched,3,True,penalized
CN-csi300-601966-20211126-20211210-add-01,matched,3,True,penalized
CN-csi300-601990-20220527-20220610-del-01,matched,3,True,penalized
CN-csi300-603185-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-603185-20231124-20231208-del-02,matched,3,True,penalized
CN-csi300-603233-20220527-20220610-del-01,matched,3,True,penalized
CN-csi300-603260-20211126-20211210-add-01,matched,3,True,penalized
CN-csi300-603290-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-603290-20240531-20240614-del-02,matched,3,True,penalized
CN-csi300-603296-20240531-20240614-add-01,matched,3,True,penalized
CN-csi300-603338-20220527-20220610-del-01,matched,3,True,penalized
CN-csi300-603369-20200601-20200615-add-01,matched,3,True,penalized
CN-csi300-603486-20211126-20211210-add-01,matched,3,True,penalized
CN-csi300-603486-20240531-20240614-del-02,matched,3,True,penalized
CN-csi300-603517-20220527-20220610-del-01,matched,3,True,penalized
CN-csi300-603658-20200601-20200615-add-01,matched,3,True,penalized
CN-csi300-603658-20220527-20220610-del-02,matched,3,True,penalized
CN-csi300-603659-20250530-20250613-del-01,matched,3,True,penalized
CN-csi300-603806-20251128-20251212-del-01,skipped_missing_target_snapshot,0,,
CN-csi300-603833-20251128-20251212-del-01,skipped_missing_target_snapshot,0,,
CN-csi300-603893-20251128-20251212-add-01,skipped_missing_target_snapshot,0,,
CN-csi300-603899-20241129-20241213-del-01,skipped_missing_target_snapshot,0,,
CN-csi300-603939-20220527-20220610-del-01,matched,3,True,penalized
CN-csi300-605499-20211126-20211210-add-01,matched,3,True,penalized
CN-csi300-688005-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-688005-20231124-20231208-del-02,matched,3,True,penalized
CN-csi300-688009-20220527-20220610-del-01,matched,3,True,penalized
CN-csi300-688009-20240531-20240614-add-02,matched,3,True,penalized
CN-csi300-688041-20231124-20231208-add-01,skipped_no_valid_match,0,True,penalized
CN-csi300-688047-20250530-20250613-add-01,matched,3,True,penalized
CN-csi300-688065-20220527-20220610-add-01,matched,3,True,penalized
CN-csi300-688065-20240531-20240614-del-02,matched,3,True,penalized
CN-csi300-688082-20240531-20240614-add-01,matched,3,True,penalized
CN-csi300-688169-20241129-20241213-add-01,skipped_missing_target_snapshot,0,,
CN-csi300-688256-20231124-20231208-add-01,matched,3,True,penalized
CN-csi300-688271-20231124-20231208-add-01,matched,3,True,penalized
CN-csi300-688363-20241129-20241213-del-01,skipped_missing_target_snapshot,0,,
CN-csi300-688472-20241129-20241213-add-01,skipped_missing_target_snapshot,0,,
CN-csi300-688506-20241129-20241213-add-01,skipped_missing_target_snapshot,0,,
CN-csi300-688561-20211126-20211210-add-01,matched,3,True,penalized
CN-csi300-688561-20240531-20240614-del-02,matched,3,True,penalized
CN-csi300-688599-20211126-20211210-add-01,matched,3,True,penalized
CN-csi300-688599-20251128-20251212-del-02,matched,3,True,penalized
CN-csi300-688981-20211126-20211210-add-01,matched,3,True,penalized
US-s-p500-aa-20161101-20161101-del-01,matched,3,True,penalized
US-s-p500-aal-20150316-20150323-add-01,skipped_no_valid_match,0,True,penalized
US-s-p500-aal-20240906-20240923-del-02,skipped_no_valid_match,0,True,penalized
US-s-p500-aap-20150706-20150708-add-01,matched,3,True,penalized
US-s-p500-aap-20230821-20230825-del-02,matched,3,True,penalized
US-s-p500-abbv-20121220-20130102-add-01,skipped_no_valid_match,0,True,penalized
US-s-p500-abmd-20180525-20180531-add-01,skipped_no_valid_match,0,True,penalized
US-s-p500-abmd-20221219-20221222-del-02,skipped_no_valid_match,0,True,penalized
US-s-p500-abnb-20230914-20230918-add-01,matched,3,True,penalized
US-s-p500-ace-20160115-20160119-del-01,skipped_no_valid_match,0,True,penalized
US-s-p500-acgl-20221027-20221101-add-01,matched,3,True,penalized
US-s-p500-acn-20110627-20110705-add-01,matched,3,True,penalized
US-s-p500-ads-20131211-20131223-add-01,skipped_no_valid_match,0,True,penalized
US-s-p500-ads-20200612-20200622-del-02,skipped_no_valid_match,0,True,penalized
US-s-p500-adt-20121001-20121001-add-01,skipped_no_valid_match,0,True,penalized
US-s-p500-adt-20160426-20160503-del-02,skipped_no_valid_match,0,True,penalized
US-s-p500-aet-20181126-20181203-del-01,skipped_no_valid_match,0,True,penalized
US-s-p500-agn-20150316-20150323-del-01,skipped_no_valid_match,0,True,penalized
US-s-p500-agn-20200506-20200512-del-02,skipped_no_valid_match,0,True,penalized
US-s-p500-aiv-20201211-20201221-del-01,matched,3,True,penalized
US-s-p500-ajg-20160524-20160531-add-01,matched,3,True,penalized
US-s-p500-aks-20111216-20111216-del-01,skipped_no_valid_match,0,True,penalized
US-s-p500-alb-20160623-20160701-add-01,matched,3,True,penalized
US-s-p500-algn-20170609-20170619-add-01,matched,3,True,penalized
US-s-p500-alk-20160510-20160513-add-01,matched,3,True,penalized
US-s-p500-alk-20231201-20231218-del-02,matched,3,True,penalized
US-s-p500-alle-20131122-20131202-add-01,matched,3,True,penalized
US-s-p500-altr-20151222-20151229-del-01,skipped_no_valid_match,0,True,penalized
